,nsub,xgb_8020_weights,xgb_joblib8020_max_delta_1,xgb_8020_weights_sqrt,xgb_8020_800_est,xgb_joblib8020_max_delta_5,success
2510,4,4,4,4,2,2,2
2511,3,6,2,6,6,6,3
2512,4,3,2,1,2,2,3
2513,3,3,2,2,2,2,2
2514,3,3,2,2,2,2,2
2515,4,3,2,2,2,4,2
2516,4,4,4,4,4,4,1
2517,4,1,4,4,4,4,2
2518,4,1,1,4,4,4,2
2519,5,5,5,5,5,5,1
2520,5,5,5,5,5,5,1
2521,5,5,5,5,5,5,1
2522,5,5,5,5,5,5,1
2523,5,5,5,5,5,5,1
2524,3,3,3,3,3,2,2
2525,8,6,2,2,2,2,3
2526,5,5,5,5,5,5,1
2527,5,5,5,5,5,5,1
2528,5,5,5,5,5,5,1
2529,5,5,5,5,5,5,1
2530,5,5,5,5,5,5,1
2531,5,5,5,5,5,5,1
2532,5,5,5,5,5,5,1
2533,5,5,5,5,5,5,1
2534,3,3,3,3,3,3,1
2535,4,4,4,4,2,2,2
2536,3,4,3,3,3,3,2
2537,5,3,2,2,2,2,3
2538,5,3,2,2,2,2,3
2539,5,3,3,2,2,2,3
2540,4,8,2,2,2,2,3
2541,6,4,2,6,4,4,2
2542,4,4,4,4,4,2,2
2543,4,4,4,4,4,4,1
2544,3,6,2,2,2,2,3
2545,4,4,4,4,4,4,1
2546,4,4,4,4,4,4,1
2547,3,6,2,3,2,2,2
2548,4,8,2,4,4,4,2
2549,12,4,2,2,2,2,3
2550,4,8,4,4,4,4,2
2551,4,4,4,4,4,4,1
2552,4,3,3,3,2,3,3
2553,4,3,3,3,2,3,3
2554,5,5,5,5,5,5,1
2555,5,5,5,5,5,5,1
2556,5,5,5,5,5,5,1
2557,4,24,4,4,2,2,2
2558,4,4,4,4,2,4,2
2559,4,4,4,4,4,4,1
2560,4,3,2,2,1,1,3
2561,3,3,2,3,3,3,2
2562,3,3,3,3,3,3,1
2563,3,3,3,3,3,3,1
2564,3,3,3,3,1,3,2
2565,4,4,4,4,4,4,1
2566,3,8,2,2,2,2,3
2567,4,4,2,1,2,2,2
2568,4,4,2,2,2,2,2
2569,4,2,3,3,4,3,2
2570,4,4,4,4,4,2,2
2571,12,12,2,12,2,12,2
2572,4,4,2,2,2,2,2
2573,6,4,1,1,2,2,3
2574,6,6,6,6,2,2,2
2575,24,10,4,2,2,2,3
2576,4,3,3,3,3,3,3
2577,4,4,4,4,4,4,1
2578,4,4,4,4,4,4,1
2579,4,4,4,4,4,4,1
2580,3,3,3,3,3,3,1
2581,4,4,2,2,2,2,2
2582,3,6,6,6,2,2,3
2583,3,6,6,6,2,2,3
2584,3,6,6,6,2,2,3
2585,4,24,2,2,4,2,2
2586,4,6,2,2,2,2,3
2587,4,6,2,2,4,2,2
2588,4,4,2,4,2,4,2
2589,4,4,2,4,2,2,2
2590,4,12,1,2,2,2,3
2591,4,4,4,4,2,4,2
2592,4,4,4,4,4,4,1
2593,4,4,4,4,4,2,2
2594,4,4,4,4,4,4,1
2595,4,1,2,2,2,2,3
2596,4,3,4,1,1,4,2
2597,4,3,4,4,4,4,2
2598,4,3,4,4,4,4,2
2599,4,4,4,4,4,4,1
2600,3,4,4,4,2,4,3
2601,4,3,4,4,2,4,2
2602,4,4,4,3,2,4,2
2603,4,4,4,4,2,4,2
2604,4,2,2,2,2,4,2
2605,4,4,4,4,4,4,1
2606,4,4,4,4,4,2,2
2607,4,3,2,2,4,2,2
2608,6,5,3,3,2,2,3
2609,3,3,3,3,3,1,2
2610,4,4,4,4,4,4,1
2611,3,3,2,2,2,2,2
2612,3,3,2,1,2,2,2
2613,4,4,4,4,4,4,1
2614,3,2,2,2,2,2,3
2615,4,4,2,2,2,2,2
2616,3,3,2,2,2,2,2
2617,4,4,4,4,4,4,1
2618,4,4,4,2,4,2,2
2619,4,4,4,4,2,4,2
2620,3,4,2,2,2,2,3
2621,4,4,4,4,4,4,1
2622,4,4,4,4,4,4,1
2623,6,6,4,6,2,4,2
2624,4,2,2,2,2,2,3
2625,4,4,4,4,4,4,1
2626,4,3,3,4,4,4,2
2627,4,3,2,2,2,2,3
2628,6,6,6,4,2,4,2
2629,4,4,4,4,4,4,1
2630,4,4,2,4,2,2,2
2631,4,4,4,4,4,4,1
2632,6,8,2,4,2,2,3
2633,4,4,2,4,4,2,2
2634,4,4,4,4,4,4,1
2635,4,3,4,4,4,4,2
2636,4,4,2,2,2,2,2
2637,3,3,1,1,1,1,2
2638,3,3,1,1,1,1,2
2639,3,3,1,1,1,1,2
2640,3,3,1,1,1,1,2
2641,4,2,4,2,4,4,2
2642,4,5,4,6,1,4,2
2643,4,6,1,6,1,4,2
2644,4,5,1,6,1,4,2
2645,10,6,6,6,1,1,3
2646,4,4,4,4,4,4,1
2647,4,4,4,4,4,4,1
2648,4,4,4,4,4,4,1
2649,4,4,4,4,4,4,1
2650,4,4,4,4,4,4,1
2651,4,2,2,2,2,2,3
2652,4,4,2,2,2,2,2
2653,4,4,4,4,4,2,2
2654,4,4,4,4,4,4,1
2655,8,8,8,8,8,8,1
2656,4,4,4,4,4,4,1
2657,6,4,4,4,4,4,3
2658,6,4,4,4,4,4,3
2659,4,4,2,2,2,2,2
2660,4,3,2,2,2,2,3
2661,4,4,2,2,2,2,2
2662,4,4,2,2,2,2,2
2663,4,4,2,4,4,2,2
2664,4,4,2,4,4,2,2
2665,4,4,2,2,4,2,2
2666,4,4,4,4,4,2,2
2667,4,4,2,4,4,2,2
2668,6,4,4,4,2,4,3
2669,6,8,12,4,4,4,3
2670,4,4,4,4,4,4,1
2671,4,4,2,4,2,2,2
2672,4,4,4,4,4,4,1
2673,4,4,4,4,4,4,1
2674,6,4,4,4,2,4,3
2675,3,2,2,4,2,2,3
2676,4,4,2,4,4,4,2
2677,7,2,2,2,2,2,3
2678,7,2,2,2,2,2,3
2679,7,2,2,2,2,2,3
2680,4,4,4,2,4,4,2
2681,4,4,2,2,4,4,2
2682,4,4,2,2,2,2,2
2683,4,4,2,4,4,4,2
2684,3,3,1,3,3,1,2
2685,4,4,4,4,4,4,1
2686,10,8,2,4,2,2,3
2687,4,4,4,4,4,4,1
2688,8,4,8,8,8,8,2
2689,4,4,2,4,2,2,2
2690,6,2,2,2,2,4,3
2691,4,4,4,4,4,4,1
2692,4,4,4,4,4,4,1
2693,4,4,4,4,4,4,1
2694,3,3,1,3,3,3,2
2695,4,4,4,4,4,4,1
2696,4,4,4,4,4,4,1
2697,4,4,4,4,4,4,1
2698,4,4,4,4,4,4,1
2699,5,8,4,2,2,2,3
2700,4,4,4,4,4,4,1
2701,4,2,2,2,2,2,3
2702,4,2,2,2,2,2,3
2703,4,4,4,4,4,4,1
2704,10,2,2,2,2,2,3
2705,4,4,4,4,4,4,1
2706,4,3,2,2,4,3,2
2707,4,4,4,4,4,4,1
2708,3,4,1,1,1,1,3
2709,4,4,4,4,4,4,1
2710,4,4,4,4,4,4,1
2711,4,4,4,4,4,4,1
2712,4,3,4,4,4,4,2
2713,4,4,2,4,2,4,2
2714,24,24,4,24,3,24,2
2715,4,4,4,4,4,4,1
2716,4,4,4,4,4,4,1
2717,3,2,2,2,2,2,3
2718,4,2,2,2,2,2,3
2719,3,2,2,2,2,2,3
2720,3,2,2,2,2,2,3
2721,4,4,4,4,4,4,1
2722,3,3,2,3,3,2,2
2723,6,6,6,6,6,6,1
2724,4,4,4,4,4,4,1
2725,4,4,2,2,2,2,2
2726,4,4,4,4,4,2,2
2727,3,8,2,8,2,2,3
2728,3,8,2,2,2,2,3
2729,4,4,4,4,4,4,1
2730,10,4,2,4,2,2,3
2731,10,4,2,4,2,2,3
2732,10,4,2,4,2,2,3
2733,4,4,2,4,4,2,2
2734,4,2,2,2,2,2,3
2735,4,4,2,2,2,2,2
2736,6,6,2,1,1,4,2
2737,4,1,1,1,1,1,3
2738,4,4,2,4,4,4,2
2739,4,4,2,4,2,2,2
2740,4,6,2,4,2,2,2
2741,4,6,2,4,2,2,2
2742,4,4,2,4,2,2,2
2743,3,3,3,3,3,3,1
2744,6,5,6,6,1,1,2
2745,3,3,3,3,3,3,1
2746,3,3,3,3,3,3,1
2747,3,3,3,3,3,3,1
2748,3,3,3,3,3,3,1
2749,3,3,3,3,3,3,1
2750,3,3,3,3,3,3,1
2751,3,3,3,3,3,3,1
2752,4,4,2,1,2,2,2
2753,4,4,2,1,2,2,2
2754,4,2,2,1,2,2,3
2755,4,1,1,1,2,2,3
2756,4,1,1,1,2,2,3
2757,3,3,3,3,3,3,1
2758,6,4,4,4,4,4,3
2759,4,6,2,2,2,2,3
2760,4,4,2,2,4,2,2
2761,7,3,2,2,2,2,3
2762,4,4,4,4,2,4,2
2763,4,2,2,2,2,2,3
2764,4,4,4,4,2,4,2
2765,8,4,4,4,4,4,3
2766,4,2,2,1,2,2,3
2767,4,4,2,2,2,2,2
2768,10,4,4,4,2,4,3
2769,6,4,2,2,2,2,3
2770,3,2,2,2,2,2,3
2771,4,3,1,3,1,1,3
2772,4,4,2,4,2,2,2
2773,4,4,4,4,4,4,1
2774,4,8,4,4,2,2,2
2775,4,8,2,4,2,2,2
2776,4,4,2,2,2,2,2
2777,4,4,1,1,1,2,2
2778,3,6,2,2,6,2,3
2779,3,6,2,6,6,2,3
2780,3,6,2,2,6,6,3
2781,3,6,2,6,6,2,3
2782,3,6,2,6,6,2,3
2783,3,6,2,6,6,2,3
2784,3,6,2,6,6,6,3
2785,3,6,2,6,6,2,3
2786,4,4,4,4,4,4,1
2787,3,3,3,3,2,3,2
2788,6,4,4,4,4,4,3
2789,10,4,2,4,2,2,3
2790,4,6,4,4,4,4,2
2791,7,7,2,3,2,2,2
2792,4,4,2,4,4,4,2
2793,4,8,2,4,2,2,2
2794,4,4,4,4,4,4,1
2795,3,2,2,3,2,2,2
2796,4,2,2,2,2,2,3
2797,3,8,3,3,3,6,2
2798,4,4,4,4,4,4,1
2799,6,3,2,2,2,2,3
2800,10,2,2,2,2,2,3
2801,4,4,4,4,4,4,1
2802,4,6,2,6,2,2,3
2803,4,4,2,2,2,2,2
2804,3,3,3,3,2,2,2
2805,3,2,2,2,2,2,3
2806,6,2,2,2,2,2,3
2807,3,3,3,3,2,2,2
2808,3,3,2,2,2,2,2
2809,4,4,4,4,4,4,1
2810,4,4,4,4,4,4,1
2811,6,3,2,3,3,2,3
2812,3,2,2,2,2,2,3
2813,3,3,2,2,2,2,2
2814,3,4,2,2,2,2,3
2815,3,3,2,2,2,2,2
2816,3,3,2,2,2,2,2
2817,8,6,2,4,4,4,3
2818,8,6,4,6,4,4,3
2819,8,6,4,4,4,4,3
2820,4,4,4,4,4,4,1
2821,4,4,4,4,4,4,1
2822,4,4,2,4,2,4,2
2823,8,8,2,2,2,2,2
2824,8,4,4,4,4,4,3
2825,4,4,4,4,4,4,1
2826,8,8,4,4,4,4,2
2827,8,6,4,4,4,4,3
2828,8,6,2,2,2,4,3
2829,4,4,4,4,4,4,1
2830,8,6,4,4,4,4,3
2831,8,8,4,4,4,8,2
2832,4,4,4,4,4,4,1
2833,8,4,6,6,4,4,3
2834,4,8,4,4,2,2,2
2835,4,4,3,3,2,4,2
2836,3,2,2,1,2,2,3
2837,10,4,2,2,2,2,3
2838,3,3,2,2,2,2,2
2839,3,3,3,3,2,3,2
2840,4,4,4,4,2,4,2
2841,4,4,4,4,4,4,1
2842,4,2,2,2,2,2,3
2843,4,4,4,4,2,4,2
2844,3,8,2,2,2,2,3
2845,4,4,4,4,4,4,1
2846,3,8,2,2,2,2,3
2847,3,3,2,3,2,2,2
2848,8,8,2,2,2,2,2
2849,4,4,4,4,4,4,1
2850,3,3,2,2,2,2,2
2851,6,6,2,2,2,2,2
2852,4,4,4,4,4,4,1
2853,6,6,1,1,1,1,2
2854,4,4,2,4,2,2,2
2855,4,4,4,4,2,4,2
2856,8,4,2,2,2,2,3
2857,3,3,3,3,2,2,2
2858,3,3,2,3,2,2,2
2859,3,3,2,3,2,2,2
2860,8,8,2,1,2,2,2
2861,8,8,2,1,2,1,2
2862,8,8,2,1,2,2,2
2863,8,8,2,2,2,1,2
2864,8,8,2,1,2,1,2
2865,4,6,2,2,2,2,3
2866,8,8,2,2,2,2,2
2867,8,4,2,2,2,2,3
2868,8,4,2,2,2,2,3
2869,8,4,2,2,2,2,3
2870,8,4,2,2,2,2,3
2871,3,2,2,1,2,1,3
2872,4,4,4,4,4,4,1
2873,4,6,4,6,2,2,2
2874,4,6,4,4,2,4,2
2875,4,4,4,4,4,4,1
2876,4,2,4,4,4,4,2
2877,4,6,2,6,2,2,3
2878,4,2,4,4,4,2,2
2879,4,4,2,4,2,2,2
2880,3,3,2,2,4,2,2
2881,5,6,6,6,6,2,3
2882,4,6,2,2,2,2,3
2883,4,4,2,4,2,2,2
2884,4,2,2,2,2,2,3
2885,4,4,4,4,4,4,1
2886,8,4,2,4,2,2,3
2887,3,2,4,4,2,2,3
2888,8,6,6,4,4,4,3
2889,8,6,6,4,4,4,3
2890,4,4,4,4,4,4,1
2891,4,4,2,2,2,2,2
2892,4,2,2,2,2,2,3
2893,4,4,4,4,4,4,1
2894,4,4,4,4,4,4,1
2895,4,4,4,4,4,4,1
2896,4,4,4,4,4,4,1
2897,4,8,2,2,2,2,3
2898,4,4,4,4,4,4,1
2899,4,4,2,4,2,2,2
2900,4,4,4,4,4,4,1
2901,3,3,3,3,3,3,1
2902,4,4,2,2,2,2,2
2903,4,4,2,2,2,2,2
2904,4,4,2,2,2,2,2
2905,12,4,2,2,2,2,3
2906,4,2,2,2,2,2,3
2907,6,4,4,4,4,4,3
2908,4,2,2,2,2,2,3
2909,4,2,2,2,2,2,3
2910,4,2,2,2,2,2,3
2911,4,4,4,4,2,6,2
2912,6,2,2,2,2,2,3
2913,4,6,2,4,2,2,2
2914,4,6,2,4,2,2,2
2915,4,6,2,4,2,2,2
2916,4,6,2,4,2,2,2
2917,4,4,4,4,4,4,1
2918,4,4,4,4,4,4,1
2919,4,4,2,4,2,2,2
2920,4,4,4,4,4,4,1
2921,4,2,1,4,4,1,2
2922,3,3,3,3,3,3,1
2923,4,4,4,4,4,4,1
2924,3,3,2,2,2,2,2
2925,3,2,2,2,2,2,3
2926,4,4,2,2,2,2,2
2927,6,2,2,2,2,2,3
2928,3,3,2,2,2,2,2
2929,6,4,4,4,4,4,3
2930,4,4,2,4,2,2,2
2931,4,4,4,4,4,4,1
2932,4,4,4,4,4,4,1
2933,4,6,2,2,2,2,3
2934,4,6,2,2,2,2,3
2935,3,2,2,2,2,2,3
2936,3,2,2,2,2,2,3
2937,4,4,4,4,4,4,1
2938,4,4,4,4,4,4,1
2939,4,4,4,4,4,4,1
2940,6,4,2,2,2,2,3
2941,3,3,2,3,3,2,2
2942,4,6,4,2,2,2,2
2943,4,4,6,4,4,4,2
2944,4,4,4,2,4,4,2
2945,4,4,4,4,4,4,1
2946,4,2,4,4,4,4,2
2947,4,4,4,4,4,4,1
2948,4,4,2,2,4,4,2
2949,4,4,4,4,4,4,1
2950,4,4,4,4,4,4,1
2951,4,4,4,4,4,4,1
2952,4,4,4,4,4,4,1
2953,4,3,2,6,2,2,3
2954,4,3,3,4,1,2,2
2955,4,4,4,4,4,4,1
2956,4,4,2,4,4,4,2
2957,4,6,1,1,1,1,3
2958,3,4,2,4,2,2,3
2959,3,6,2,2,1,2,3
2960,3,3,2,3,1,3,2
2961,4,4,2,4,2,4,2
2962,4,1,1,1,1,1,3
2963,12,4,4,2,2,4,3
2964,12,4,4,2,2,4,3
2965,4,2,4,4,4,4,2
2966,4,4,2,2,4,2,2
2967,4,4,4,4,4,2,2
2968,4,4,2,4,4,2,2
2969,4,4,2,4,2,2,2
2970,3,3,3,3,3,3,1
2971,3,3,3,3,3,3,1
2972,3,3,3,3,3,3,1
2973,3,3,3,3,3,3,1
2974,3,3,3,3,3,3,1
2975,4,2,2,2,2,2,3
2976,4,2,2,2,2,2,3
2977,4,8,2,3,2,2,3
2978,4,4,4,4,4,6,2
2979,4,4,4,4,4,6,2
2980,4,4,4,4,4,6,2
2981,10,2,2,2,2,2,3
2982,10,2,4,2,2,2,3
2983,6,4,2,2,2,2,3
2984,4,4,4,4,4,4,1
2985,4,8,2,4,4,2,2
2986,8,3,2,3,2,2,3
2987,8,3,2,3,2,2,3
2988,3,3,3,3,3,3,1
2989,4,4,4,4,2,4,2
2990,4,4,2,2,2,2,2
2991,3,2,2,2,2,2,3
2992,3,2,2,2,2,2,3
2993,10,1,2,2,2,2,3
2994,3,2,2,2,2,2,3
2995,6,3,4,4,4,4,3
2996,8,8,8,8,8,8,1
2997,8,8,8,8,8,8,1
2998,8,8,8,8,8,8,1
2999,8,8,8,8,8,8,1
3000,8,4,4,4,4,4,3
3001,8,4,4,4,4,4,3
3002,8,4,4,4,4,4,3
3003,8,4,4,4,4,4,3
3004,8,4,4,4,4,4,3
3005,8,4,4,4,4,4,3
3006,8,4,4,4,4,4,3
3007,8,4,4,4,4,4,3
3008,8,4,4,4,4,4,3
3009,8,4,4,4,4,4,3
3010,6,2,2,2,2,2,3
3011,4,4,2,4,2,2,2
3012,4,4,4,4,4,4,1
3013,4,1,1,1,1,1,3
3014,3,8,4,4,2,2,3
3015,4,4,2,2,2,2,2
3016,4,4,2,2,4,2,2
3017,8,4,4,4,4,2,3
3018,8,4,8,8,8,8,2
3019,8,4,8,2,2,8,2
3020,6,4,4,4,4,4,3
3021,8,8,4,4,4,4,2
3022,8,8,4,4,4,4,2
3023,4,4,2,1,2,2,2
3024,3,3,3,3,3,4,2
3025,10,12,2,2,2,2,3
3026,10,4,2,2,2,2,3
3027,8,6,4,4,4,4,3
3028,8,6,4,2,4,4,3
3029,8,6,4,4,4,4,3
3030,8,4,4,4,4,4,3
3031,8,8,8,8,8,8,1
3032,4,4,4,4,4,4,1
3033,4,4,2,4,4,4,2
3034,4,4,4,4,4,4,1
3035,4,4,2,4,2,2,2
3036,8,12,2,2,2,2,3
3037,8,4,4,4,4,4,3
3038,4,6,4,4,4,4,2
3039,4,4,2,2,2,2,2
3040,4,4,2,2,2,2,2
3041,4,2,2,2,2,2,3
3042,3,1,1,1,1,1,3
3043,10,6,6,6,6,6,3
3044,3,4,3,2,2,2,2
3045,4,4,4,4,4,4,1
3046,8,4,4,4,4,4,3
3047,4,4,2,4,2,2,2
3048,4,4,4,4,4,4,1
3049,4,4,4,4,4,4,1
3050,4,4,2,2,2,2,2
3051,4,4,4,4,2,4,2
3052,4,4,2,4,2,2,2
3053,4,4,4,2,4,4,2
3054,12,12,12,12,12,12,1
3055,3,6,6,6,6,6,3
3056,3,6,6,6,6,2,3
3057,4,2,2,2,2,2,3
3058,4,2,2,2,2,2,3
3059,4,2,1,2,1,1,3
3060,4,2,2,2,1,2,3
3061,6,2,2,2,2,2,3
3062,4,4,4,4,4,4,1
3063,4,4,4,4,2,4,2
3064,3,3,1,3,3,3,2
3065,3,6,2,3,2,3,2
3066,6,6,2,2,2,2,2
3067,4,4,4,4,4,4,1
3068,4,4,4,4,4,4,1
3069,3,3,1,3,1,1,2
3070,12,12,3,12,12,12,2
3071,3,3,2,2,2,3,2
3072,8,4,4,4,4,2,3
3073,4,4,4,4,4,4,1
3074,4,4,2,4,4,4,2
3075,4,8,4,4,2,4,2
3076,12,12,2,12,2,12,2
3077,4,2,2,2,2,2,3
3078,6,2,2,2,2,2,3
3079,4,4,2,4,2,4,2
3080,4,4,4,4,4,4,1
3081,4,4,4,4,4,4,1
3082,4,6,4,6,2,4,2
3083,4,6,2,6,2,4,2
3084,6,1,1,2,2,1,3
3085,4,4,4,4,4,4,1
3086,4,4,4,4,4,4,1
3087,4,4,4,4,4,4,1
3088,4,3,2,2,1,2,3
3089,3,3,2,3,3,3,2
3090,4,2,2,2,2,2,3
3091,4,8,2,4,4,4,2
3092,3,4,2,4,1,6,3
3093,6,2,1,2,2,2,3
3094,3,4,2,4,1,2,3
3095,3,4,2,4,1,6,3
3096,3,4,2,4,1,2,3
3097,3,4,2,4,1,2,3
3098,3,4,2,4,1,2,3
3099,3,4,2,4,1,2,3
3100,3,4,2,4,1,2,3
3101,3,4,2,4,1,2,3
3102,3,4,2,4,1,2,3
3103,5,5,5,5,5,5,1
3104,4,5,2,2,2,2,3
3105,4,3,2,2,1,2,3
3106,3,2,2,2,2,2,3
3107,3,2,2,2,2,2,3
3108,3,2,2,6,2,2,3
3109,4,4,2,4,4,4,2
3110,3,3,3,3,3,3,1
3111,3,3,3,3,3,3,1
3112,12,12,12,12,12,12,1
3113,4,8,2,4,4,4,2
3114,4,8,4,4,4,4,2
3115,12,4,1,2,2,2,3
3116,4,3,3,3,3,3,3
3117,4,3,3,3,3,3,3
3118,4,3,3,3,3,3,3
3119,4,3,3,3,3,3,3
3120,4,3,3,3,3,3,3
3121,4,4,4,4,4,4,1
3122,4,3,1,3,3,3,3
3123,4,3,3,3,3,3,3
3124,4,3,3,3,3,3,3
3125,4,3,3,3,3,3,3
3126,4,3,3,3,1,1,3
3127,6,2,2,2,2,2,3
3128,6,6,2,2,2,2,2
3129,3,3,3,3,2,3,2
3130,4,1,1,1,1,2,3
3131,4,8,4,4,4,2,2
3132,4,8,4,4,4,4,2
3133,8,4,8,2,2,2,2
3134,4,4,4,4,4,4,1
3135,4,4,4,4,4,4,1
3136,3,6,6,6,2,2,3
3137,4,2,2,2,2,2,3
3138,4,4,4,4,4,4,1
3139,4,4,4,4,4,4,1
3140,4,3,2,4,2,4,2
3141,6,4,2,2,2,2,3
3142,6,6,6,6,6,6,1
3143,4,4,4,4,4,2,2
3144,3,3,3,3,3,3,1
3145,4,2,2,2,2,2,3
3146,4,4,2,4,4,4,2
3147,4,2,2,2,2,2,3
3148,8,8,8,8,8,8,1
3149,6,8,2,2,2,2,3
3150,4,3,2,3,2,2,3
3151,6,6,4,4,4,4,2
3152,4,4,4,4,4,4,1
3153,4,4,4,4,4,4,1
3154,4,4,4,4,4,4,1
3155,4,4,4,4,4,4,1
3156,3,3,2,2,2,2,2
3157,3,6,2,2,2,2,3
3158,12,4,4,4,4,4,3
3159,4,4,4,4,4,4,1
3160,4,4,4,4,4,4,1
3161,4,4,4,4,4,4,1
3162,4,4,4,4,4,4,1
3163,6,4,4,4,4,4,3
3164,4,6,6,6,6,6,3
3165,3,3,3,3,3,3,1
3166,8,3,2,2,2,2,3
3167,4,3,4,3,1,4,2
3168,4,4,4,4,4,4,1
3169,3,2,2,2,2,2,3
3170,3,3,3,3,3,3,1
3171,8,8,4,4,2,4,2
3172,8,4,4,4,2,4,3
3173,4,4,2,2,2,2,2
3174,4,4,4,4,4,4,1
3175,12,12,12,12,2,12,2
3176,4,4,4,4,4,4,1
3177,4,4,2,2,2,2,2
3178,4,6,4,4,1,1,2
3179,4,3,3,2,3,3,3
3180,4,3,3,2,1,3,3
3181,4,3,3,2,1,3,3
3182,4,3,2,2,1,3,3
3183,4,3,2,2,1,2,3
3184,4,3,3,2,1,2,3
3185,3,6,6,6,2,4,3
3186,3,6,6,6,2,6,3
3187,3,6,6,6,2,6,3
3188,4,4,2,4,4,4,2
3189,4,3,3,3,1,3,3
3190,4,3,3,3,3,3,3
3191,4,3,3,3,3,3,3
3192,4,3,1,3,1,3,3
3193,4,3,3,3,1,3,3
3194,4,3,3,3,3,3,3
3195,4,3,3,3,2,3,3
3196,4,3,3,3,2,3,3
3197,4,3,1,1,1,1,3
3198,4,3,4,3,1,4,2
3199,4,3,2,1,2,2,3
3200,4,3,2,2,1,2,3
3201,4,5,1,2,1,2,3
3202,3,2,2,2,2,2,3
3203,4,1,1,1,1,1,3
3204,5,5,5,5,5,5,1
3205,3,3,3,3,3,3,1
3206,12,3,2,3,2,2,3
3207,2,2,2,2,2,2,1
3208,2,2,2,2,2,2,1
3209,2,2,2,2,2,2,1
3210,2,4,2,2,2,2,2
3211,2,1,1,1,1,2,2
3212,2,3,1,8,2,2,2
3213,2,4,2,2,2,2,2
3214,2,4,2,2,2,2,2
3215,2,2,2,2,2,2,1
3216,2,2,2,2,2,2,1
3217,2,2,2,2,2,2,1
3218,2,2,2,2,2,2,1
3219,2,2,2,2,2,2,1
3220,2,2,1,2,1,1,2
3221,2,2,1,2,1,1,2
3222,2,4,1,2,2,1,2
3223,2,1,1,1,2,2,2
3224,2,1,1,1,1,1,3
3225,2,1,2,1,2,1,2
3226,2,2,2,2,2,2,1
3227,2,2,2,2,2,2,1
3228,2,1,1,1,1,1,3
3229,2,2,2,2,2,2,1
3230,2,2,2,2,2,2,1
3231,2,4,2,2,2,2,2
3232,2,2,2,2,2,4,2
3233,2,1,1,1,1,2,2
3234,2,1,1,1,1,2,2
3235,2,2,2,2,2,2,1
3236,2,2,2,4,2,2,2
3237,2,4,2,4,2,4,2
3238,2,4,2,4,2,4,2
3239,2,1,1,1,2,2,2
3240,2,1,2,1,1,2,2
3241,2,1,1,1,1,1,3
3242,2,1,1,1,1,1,3
3243,2,1,1,1,1,1,3
3244,2,1,1,1,1,1,3
3245,2,5,1,1,1,1,3
3246,2,2,2,2,2,2,1
3247,2,6,4,6,4,4,3
3248,2,6,4,6,4,4,3
3249,2,2,2,2,2,2,1
3250,2,2,2,2,2,2,1
3251,2,2,2,1,1,1,2
3252,2,2,2,2,2,2,1
3253,2,4,2,2,2,2,2
3254,2,1,2,2,1,1,2
3255,2,2,2,2,2,2,1
3256,2,6,1,1,1,1,3
3257,2,6,1,1,1,1,3
3258,2,6,4,2,6,4,2
3259,2,2,2,2,2,2,1
3260,2,6,1,6,1,1,3
3261,2,6,1,6,2,1,2
3262,2,6,1,6,6,6,3
3263,2,6,1,6,1,1,3
3264,2,14,1,6,2,1,2
3265,2,6,1,6,2,1,2
3266,2,6,1,6,1,1,3
3267,2,6,1,6,1,6,3
3268,2,6,1,6,2,1,2
3269,2,6,1,6,6,1,3
3270,2,14,1,1,1,1,3
3271,2,6,1,6,1,6,3
3272,2,6,1,6,1,1,3
3273,2,6,1,6,2,1,2
3274,2,2,2,2,2,2,1
3275,2,2,2,2,2,2,1
3276,2,4,2,2,2,2,2
3277,2,1,1,2,1,1,2
3278,2,1,1,1,1,1,3
3279,2,1,1,1,1,1,3
3280,2,2,1,1,1,1,2
3281,2,1,2,2,2,2,2
3282,2,2,2,2,2,2,1
3283,2,12,2,2,2,2,2
3284,2,6,2,2,2,2,2
3285,2,3,2,2,1,2,2
3286,2,4,1,1,1,1,3
3287,2,2,2,1,2,1,2
3288,2,1,1,1,1,1,3
3289,2,1,2,2,2,1,2
3290,2,4,2,2,2,2,2
3291,2,3,1,2,2,1,2
3292,2,3,1,1,2,2,2
3293,2,1,1,1,1,1,3
3294,2,1,1,1,1,1,3
3295,2,1,1,1,1,1,3
3296,2,1,2,2,2,2,2
3297,2,1,2,2,2,2,2
3298,2,2,1,1,1,1,2
3299,2,1,2,1,2,2,2
3300,2,2,1,2,2,2,2
3301,2,4,2,2,4,4,2
3302,2,5,2,1,2,1,2
3303,2,2,2,2,2,2,1
3304,2,2,2,2,2,2,1
3305,2,2,2,2,2,2,1
3306,2,2,2,2,2,2,1
3307,2,3,2,2,1,2,2
3308,2,1,2,1,1,1,2
3309,2,1,1,1,1,1,3
3310,2,2,2,2,2,2,1
3311,2,2,2,2,2,2,1
3312,2,2,2,2,2,2,1
3313,2,2,2,2,2,2,1
3314,2,2,2,2,2,2,1
3315,2,4,2,2,2,2,2
3316,2,1,1,1,1,1,3
3317,2,3,2,2,2,2,2
3318,2,4,2,4,2,2,2
3319,2,2,2,2,2,2,1
3320,2,3,2,1,1,1,2
3321,2,4,4,4,4,4,3
3322,2,8,2,2,2,2,2
3323,2,8,2,2,2,2,2
3324,2,2,2,2,2,2,1
3325,2,4,2,2,2,2,2
3326,2,2,2,2,2,2,1
3327,2,3,1,1,1,1,3
3328,2,2,2,2,2,2,1
